,Unnamed: 0,genre,original_lyric,generated_lyric,model,PAV,SSV,MSV,cleaned_generated_lyrics
26,26,rnb,"I want you to rock me, baby
Rock me, baby, rock me all night long
I want you to rock me, baby, rock me all night long
I want you to rock me, baby, like my back ain't got no bone
Roll me, baby, roll me till you make me feel
I said roll me, baby, roll me till you make me feel
I said roll me, baby now, roll me till you make me feel
And I want you to do this for me, baby
I said roll me, baby now, roll me like you roll a, a big old wheel
I said roll, roll me, baby now, roll me like you roll a big old wheel
'Cause I know that you know, baby, you know how to make me feel
Roll me slow, roll me all night long
I said roll me, roll me slow, baby, roll me all night long
I said I know that you know that
I know that you know how to make me feel
I said rock me, baby, now rock me all night long
Say, baby you rock me, baby, rock me all night long
I said rock me, baby, like
Like my back ain't, my back ain't got no bone
Roll me, baby now, roll me like you roll a big old wheel
Roll me, baby now, roll me, roll me like you roll a big old wheel
I said I know that you know, you know how to make me feel","i want you to rock me, baby rock me, baby, rock me all night long i want you to rock me, baby rock me, baby, rock me all night long i want you to rock me, baby rock me, baby, rock me all night long i want you to rock me, baby rock me, baby, rock me all night long<|endoftext|><|endoftext|>",gpt2,0.0,0.0,0.0,"i want you to rock me, baby rock me, baby, rock me all night long i want you to rock me, baby rock me, baby, rock me all night long i want you to rock me, baby rock me, baby, rock me all night long i want you to rock me, baby rock me, baby, rock me all night long"
27,27,rnb,"As I stand alone on this moonful night
For the first time I feel alone in life
As I watched the moon kissed the star-lit skies
I feel the need for your lips to press close to mine
For so long, I've been afraid to love
But right now I feel a need for love
And you have the love, love I need. (Right now)
Aw, to comfort me
Ooo, and I'm ready for love. (Ready for love)
I'm truly ready for love. (Ready for love)
Your wonderful sweet, sweet love. (Sweet, sweet love)
Ooo, and I'm ready for love
I tried to shield my heart from love tender touch
'Cause to lose a love, aw, would hurt so much
But as I softly walked in my solitude
I search my heart and I found there's a need for you
And for the first time I feel alone
'Cause I need a love, aw, to call my own
And only you, have the love, the love I need
Aw, to comfort me
Ooo, and I'm ready for love. (Ready for love)
I'm truly ready for love. (Ready for love)
Your wonderful sweet, sweet love. (Sweet, sweet love)
Aw, and I'm ready for love
I ready (right now.)
And for the first time I feel alive
Have the tender love, deep down inside
And just as soon as I see a smiling face
I rush into your warm embrace
Right now, I'm ready for love
I'm truly ready for love
Your wonderful sweet, sweet love
Right now, I'm ready for love
Comfort me, baby. (?)
Aw, I'm ready for love
Wonderful sweet, sweet love
Aw, I'm ready for love","as i stand alone on this moonful night for the first time i feel alone in the entire Universe. its so easy to be alone i love you, you are mine i love you all, i will forever be with you, every day im alone im alone, im alone. im alone<|endoftext|><|endoftext|>",gpt2,0.0,0.0,0.0,"as i stand alone on this moonful night for the first time i feel alone in the entire universe. its so easy to be alone i love you, you are mine i love you all, i will forever be with you, every day im alone im alone, im alone. im alone"
28,28,rnb,"God blessed our love
Even in the mornin' when I rise
I say, God blessed our love
And every mornin' when I rise
I can just see heaven  your eyes
It makes me know this is not an everyday love, no, no
We've got something, I'm sure we can be proud of
Oh, we've got so much, show much love
We've got so much, so much trust
Can't you see a halo, a halo?
I can see a halo hovering over us
And oh, I didn't meant it, baby
But God, blessed our love
I have to say it,  that
God, oh God, blessed our love
If you've got something to be thankful for
You oughtta just say, hey
God, blessed our love
I'll have to say this evenin'
God, oh God, blessed our love
I swear he did
Let me say, I could just stand up
And tell the world, oh babe
That you're mine, all mine, all mine
Your love is heavenly, desirable
And I just have to say, I like kissin' you
I like, I like, huggin' you
I like squeezin' you, wanting you
Holding you, loving you
I'm glad, I'm still lovin' you, come on, baby
Let me say that when people, yeah
People yeah start to criticize, it don't bother me
No, no, 'cause I know God, God
God is on our side
You see and let me just say that
God, God blessed our love
I have to say that, God, blessed our love","god blessed our love even in the mornin when i rise i say, god blessed our love even in the mornin when i rise i say, god blessed our love even in the mornin when i rise i say, god blessed our love even in the mornin when i rise i say, god blessed our love even in the mornin when i rise i say, god blessed our love even in the mornin when i rise i say, god blessed our love even in the mornin when i rise i say, god blessed our love even in the<|endoftext|>",gpt2,0.0,0.0,0.0,"god blessed our love even in the mornin when i rise i say, god blessed our love even in the mornin when i rise i say, god blessed our love even in the mornin when i rise i say, god blessed our love even in the mornin when i rise i say, god blessed our love even in the mornin when i rise i say, god blessed our love even in the mornin when i rise i say, god blessed our love even in the mornin when i rise i say, god blessed our love even in the"
29,29,rnb,"Like a warrior that fights and wins the battle
I know the taste of victory
Though I went through some nights consumed by the shadows
I was crippled emotionally

Somehow I made it through the heartache, yes, I did
Oh, I escaped (Aha ha)
I found my way out of the darkness
I kept my faith (I know you did), kept my faith

When the river was deep, I didn't falter
When the mountain was high, I still believed
When the valley was low, it didn't stop me, no no
I knew you were waiting, I knew you were waiting for me
Uh huh

With an endless desire, I kept on searching
Sure in time our eyes would meet
And like a bridge that's on fire, the hurt is over
One touch and you set me free

No, I don't regret a single moment, no I don't
(I know you don't) Looking back
When I think of all those disappointments
I just laugh (I know you do), I just laugh

When the river was deep, I didn't falter
When the mountain was high, I still believed
When the valley was low, it didn't stop me, oh
I knew you were waiting, hey, I knew you were waiting for me

So we were drawn together through destiny, ooh boy, ooh!
I know this love we share was meant to be, oh
(Knew you were waiting) Ooh, yeah
(Knew you were waiting) I knew you were waiting
(Knew you were waiting for me)

(I didn't falter) I didn't falter, no
(I still believed) When the valley was low
(It didn't stop me) Nothing can stop me, no
(I knew you were waiting) No, I
(I knew you were waiting for me)
(I didn't falter) When the mountain was high
(I still believed) Oh, when the valley was low
(It didn't stop me) No, it didn't stop me, no
(I knew you were waiting)
(I knew you were waiting for me)
(I didn't falter) Oh, oh yeah
(I still believed) Oh, I still believed
(It didn't stop me) Do you know it couldn't stop me now? No
(Knew you were waiting)
Someday (someday), somehow (somehow)
For me
(I didn't falter) When the valley was low
(I still believed) I still believe (I believed, I believed)
(It didn't stop me) Yeah, it couldn't stop me
(I knew you were waiting)
(I knew you were waiting for me)",like a warrior that fights and wins the battle i know the taste of victory though but when i face a loss or bad choice to my enemy I'm sorry and can't resist trying a different strategy but what is the result and when does it happen? whats the difference between my two moves and just the regular move thats it if you dont move then you lose your mind its a waste of time i cant say its a win but thats the thing Im gonna try with another one Im sure its a great strategy and theres nothing wrong with that and its still a great way to show your<|endoftext|>,gpt2,0.0,0.0,0.0,like a warrior that fights and wins the battle i know the taste of victory though but when i face a loss or bad choice to my enemy im sorry and cant resist trying a different strategy but what is the result and when does it happen? whats the difference between my two moves and just the regular move thats it if you dont move then you lose your mind its a waste of time i cant say its a win but thats the thing im gonna try with another one im sure its a great strategy and theres nothing wrong with that and its still a great way to show your
30,30,rnb,"You say, your party's jumpin', everybody's havin' a good time
And you know, what's goin' through my mind
Do you mind if I get comfortable and kick of these shoes?
While you're fixin' me a drink
Play me some of them down home blues
You know, I don't get out much on the town
And you know, I done cut out a lot of that runnin' around
All week long, I've been keepin' my cool
But tonight I'm lettin' my hair down
And get down with these down home blues
Down home blues, down home blues
All I wanna hear is these down home blues
All night long, every other record or two
Now take off those fast jams
And let me hear some down home blues, alright
You know my ol' man is gonna wanna fight
Because of the hour I'll be getting in tonight, I don't care
Tonight I'm gonna do without you
I'm gonna get my head real bang
And party off of these down home blues, hey, hey yeah
Down home blues, down home blues
And all I wanna hear is those down home blues
All night long, every other record or two
I say, I'm gonna get my head real bang
And party off of these down home, home blues
Yeah, yeah, yeah, down home blues","you say, your partys jumpin, everybodys havin a good time and you know, whats goin through your mind? Dont your mind know? Cause I know your blues, blues yer just dont have a blues? So, I think I know whats going through your mind when you reach out to me? And now, Im going to be tryin my best to find you something, something I can take care of you, something you dont need to worry about for the rest of your life? What you need to find right now is a needle, a stick, a ring, something to hold<|endoftext|>",gpt2,0.0,0.0,0.0,"you say, your partys jumpin, everybodys havin a good time and you know, whats goin through your mind? dont your mind know? cause i know your blues, blues yer just dont have a blues? so, i think i know whats going through your mind when you reach out to me? and now, im going to be tryin my best to find you something, something i can take care of you, something you dont need to worry about for the rest of your life? what you need to find right now is a needle, a stick, a ring, something to hold"
31,31,rnb,"I wonder why, why my baby won't treat me right
I wonder why, why my baby won't treat me right
She go off every day and she won't come home 'till night
""I'll be home"" well, last week that's what she said
""I'll be home"" well, last week that's what she said
She don't care if I don't eat
'Cos she don't know how the rent is paid
She's a gamblin' woman, she chases men in between
She's a gamblin' girl, she chases men in between
She mistreats me and she cheats me
Meanest woman I ever seen
The kid's in bed, I lay awake 'till broad daylight
The kid's in bed, I lay awake 'till broad daylight
Every now and then I wonder will my baby be home tonight","i wonder why, why my baby wont treat me right i wonder why, why my baby wont treat me right, why my baby wont treat me right i wonder why, why my baby wont treat me right, why my baby wont treat me right, why my baby wont treat me right, why my baby wont treat me right, why my baby wont treat me right, why my baby wont treat me right, why my baby wont treat me right, why my baby wont treat me right, why my baby wont treat me right, why my baby wont treat me right, why my baby wont<|endoftext|>",gpt2,0.0,0.0,0.0,"i wonder why, why my baby wont treat me right i wonder why, why my baby wont treat me right, why my baby wont treat me right i wonder why, why my baby wont treat me right, why my baby wont treat me right, why my baby wont treat me right, why my baby wont treat me right, why my baby wont treat me right, why my baby wont treat me right, why my baby wont treat me right, why my baby wont treat me right, why my baby wont treat me right, why my baby wont treat me right, why my baby wont"
32,32,rnb,"I've been thinking 'bout yu, oh baby
And I wonder where you are tonight
Tryin' to live without you, it's crazy'
Cause no one else can light my fire
More than a few
Have been willing to do just what I wanted
But as hard as they try
It just ain't right, oh baby
I can't be loved
By anyone but you, oh baby, baby
It's not enough
There ain't no substitute for you
I can't be loved by anyone but you
I just can't live without your love
My emotions, baby, are showing
No one seems to understand
This commotion, darlin', keeps growing
I'm afraid it's getting out of hand
Putting aside all the pain and the pride
And I still want you, and I need you tonight
I can't be loved
By anyone but you, oh baby, baby
It's not enough
There ain't no substitute for you
I can't be loved by anyone but you
I just can't live without your love
Can't be loved
There ain't no chance for new romance
Can't be loved
It just ain't love with someone else","ive been thinking bout yu, oh baby and i wonder where you are tonight tryin to reason with me if i dont like it or say something wrong with you baby. would you please go to a real ta do?""
""I wanna go out, I wanna go out. Oh, come on baby. That's why we have to go!"" cried the boy crying as he broke into tears. He told his wife she was free, but she didn't want to leave his son alone, leaving the rest of her husband behind. Dressed in black he put his hand on her shoulder<|endoftext|>",gpt2,0.3523135791619131,0.7846301017509365,0.7846301017509365,"ive been thinking bout yu, oh baby and i wonder where you are tonight tryin to reason with me if i dont like it or say something wrong with you baby. would you please go to a real ta do?
i wanna go out, i wanna go out. oh, come on baby. thats why we have to go! cried the boy crying as he broke into tears. he told his wife she was free, but she didnt want to leave his son alone, leaving the rest of her husband behind. dressed in black he put his hand on her shoulder"
33,33,rnb,"The things I once thought exciting
They've all grown tiresome and old
Here's a fool learned a lesson
Love is more precious than gold
You may give her furs and jewel
But they, they will only grow old
Here's a fool learned a lesson
Love is more precious than gold
I once made a decision in my life
A long, long, long time ago
I went for money instead of love
Now I'm so blue and it only goes to show
The things I once thought exciting
They've all grown tiresome and old
Here's a fool learned a lesson
Love, love, it's more precious than gold
You won't need no money
It's more precious than jewel
Get your hand on some loving
You won't need no money
It's more precious than gold
More precious, it's more precious than gold","the things i once thought exciting theyve all grown tiresome and old heres a fool learned to treat me like the dreary old man he seems to be so into old times theyntre full of years of his beauty And what makes them so unimpressed to have been so through no fault of their own is to admit that that there is something special in the man theyve chosen for them, and that if only this special man were to come along soon to the places where they love the most, what would be the effect upon them of a man they love the most? in<|endoftext|>",gpt2,0.0,0.0,0.0,"the things i once thought exciting theyve all grown tiresome and old heres a fool learned to treat me like the dreary old man he seems to be so into old times theyntre full of years of his beauty and what makes them so unimpressed to have been so through no fault of their own is to admit that that there is something special in the man theyve chosen for them, and that if only this special man were to come along soon to the places where they love the most, what would be the effect upon them of a man they love the most? in"
34,34,rnb,"It was a sad wedding, a very sad wedding
And the tears came tumbling from my eyes

We fell in love, first day we met
Then later on we were wed
And as we stood there greeting all our friends
Here's what I heard somebody say

It was a sad wedding, oh, how I cried
Oh, how beautiful was the bride


I was so nervous, I just couldn't wait
To see you walk down the aisle
Then suddenly there was music, all my fear was gone
And you came walking with a smile
We had our reception
Then we were on our way
Off to our honeymoon
When you threw your bouquet
And rice flew over our heads
I overheard somebody say","it was a sad wedding, a very sad wedding and the tears came tumbling from my eyes as I begged to forgive him.""

I was unable to be a happy woman. No, I couldn't be. And so I was heartbroken. For more than a month I was dealing with a real sense of emptiness. Then I realized I needed to make a change. And I wanted to change my life. My next step was to help someone else, who needed me and wanted to do something to help her.

The world doesn't always help people. And that is<|endoftext|>",gpt2,0.4,1.0,0.6584264355718877,"it was a sad wedding, a very sad wedding and the tears came tumbling from my eyes as i begged to forgive him.

i was unable to be a happy woman. no, i couldnt be. and so i was heartbroken. for more than a month i was dealing with a real sense of emptiness. then i realized i needed to make a change. and i wanted to change my life. my next step was to help someone else, who needed me and wanted to do something to help her.

the world doesnt always help people. and that is"
35,35,rnb,"Aren’t the pictures enough, why do you go through so much
To get the story you need, so you can bury me
You’ve got the people confused, you tell the stories you choose
You try to get me to lose the man I really am
You keep on stalking me, invading my privacy
Won’t you just let me be
Because you cameras can’t control, the minds of those who know
That you’ll even sell your soul just to get a story sold

I need my privacy, I need my privacy
So paparazzi, get away from me

Some of you still wonder why, one of my friends had to die
To get a message across, that yet you haven’t heard
My friend was chased and confused, like many others I knew
But on that cold winter night, my pride was snatched away
Now she get no second chance, she just ridiculed and harassed
Please tell me why
No there’s a lesson to learn, respect’s not given, it’s earned
Stop maliciously attacking my integrity

I need my privacy, I need my privacy
So paparazzi, get away from me

Now there’s a lesson to learn, stories are twisted and turned
Stop maliciously attacking my integrity

I need my privacy, I need my privacy
So paparazzi, get away from me
I need my privacy, I need my privacy
So paparazzi, get away from me
I need my privacy, I need my privacy
So paparazzi, get away from me","aren’t the pictures enough, why do you go through so much to get the story you want’t right? Well I know the funny part’t you are coming to me’t to see me’t the little person of yours’t me,’t you’t here in the studio,’t there’t you,’t taking up the good art of ’making something real’t the stuff you do’t take up on a regular basis,’t every day,’t<|endoftext|>",gpt2,0.0,0.0,0.0,"aren’t the pictures enough, why do you go through so much to get the story you want’t right? well i know the funny part’t you are coming to me’t to see me’t the little person of yours’t me,’t you’t here in the studio,’t there’t you,’t taking up the good art of ’making something real’t the stuff you do’t take up on a regular basis,’t every day,’t"
36,36,rnb,"So sad the song of
To end two lives
When that moment of truth
Suddenly arrives
And so sad the song
Of what might have been
You see a lifetime of dreams
Scattered in the wind
Together
We belong together
Never was that one lovely word
Easier to say
And so sad the song
Of just remembering when
Knowing the love of your our life
Will never come again
So sad the song
That says goodbye
Together
We belong together
And now that you are
Of that you can rely
So would it be wrong
To give our love
Just one more try
So sad the song
That says goodbye
(So sad the song)
That says goodbye","so sad the song of to end two lives when that moment of truth suddenly arrives!
            For, if I was being honest, I really didn't think much of tonight when it all came crashing down.  But, as this is a pretty simple thing, I think I would have let it go so early.   And, honestly, I would not have prayed tonight that the tear from my eyes would have lasted a while longer.  If I had, I would have tried again. But, when I did, I truly, truly, truly, truly, truly<|endoftext|>",gpt2,0.35987758006325843,0.774693950158146,0.774693950158146,"so sad the song of to end two lives when that moment of truth suddenly arrives!
            for, if i was being honest, i really didnt think much of tonight when it all came crashing down.  but, as this is a pretty simple thing, i think i would have let it go so early.   and, honestly, i would not have prayed tonight that the tear from my eyes would have lasted a while longer.  if i had, i would have tried again. but, when i did, i truly, truly, truly, truly, truly"
37,37,rnb,"Power, boom boom
Power, boom boom boom
Power, boom boom
Power, boom boom boom
Power, boom boom boom
Power, boom boom
Power, boom boom boom
Power, boom boom
Power, boom boom boom
Power

My hands are clean
My heart is so pure
The world is sick
I am the cure
I don't want no money, gold or gifts
Give me your minds and souls to lift
Put you faith and trust in me
I'll move your mountains
Part your sea

All you poor, all you needy
All you're doin' is givin' to the greedy
All you poor, all you needy
All you're doin' is givin' to the greedy
Get off your knees, believe in me
I'll set you free
All I need's a little more

Power (Must have it)
Power (Power)
Power (Power)
Power (Power)

I have for you a master plan
To lead you to the Promised Land
I give you peace (Peace), I give you pride (Pride)
I save you from mass suicide
I'm your hope, your one salvation
I'm your one man United Nation

All you poor, all you needy
All you're doin' is givin' to the greedy
All you poor, all you needy
All you're doin' is givin' to the greedy
Tell me your sins, I'll be your friend
I won't do you in
All I need's a little more

Power, power, power, power

Power, boom boom
Power, boom boom
Power, boom boom
Power, boom boom
Power, boom boom
Power, boom boom
Power, boom boom
Power, boom boom

I'll make you all the master race
Just put me in my godly place
We'll march the world down in defeat
Take the fields of oil and the lands of wheat
(Power) More
(Power) I want it
(Power) More
(Power)
One thing I must make perfectly clear
Nuclear weapons, all men fear
Their hands sweat, their fingers itch
I'm the only one you can trust with the switch
Give it to me (Power, power, power, power)
(Power) Give it to me
(Power) More
(Power) Give it to me
(Power) More
(Power) I need it
(Power) Got to have it
(Power) I must have it
(Power) More
(Power) Give it to me
(Power) More
(Power) Give it to me
(Power) More
(Power) Woo
(Power) More
(Power) More
(Power) Ah
(Power) Ah
(Power)
(Power) More
(Power)","power, boom boom power, boom boom boom power, boom boom power, boom boom boom power, boom boom power, boom boom boom power, boom boom power, boom boom boom power, boom boom boom power, boom boom boom power, boom boom boom power, boom boom boom power, boom boom boom power, boom boom boom power, boom boom boom power, boom boom power, boom boom power, boom boom power, boom boom power, boom boom power, boom boom power, boom boom power, boom boom power, boom boom power, boom boom power, boom boom power, boom boom power,<|endoftext|>",gpt2,0.0,0.0,0.0,"power, boom boom power, boom boom boom power, boom boom power, boom boom boom power, boom boom power, boom boom boom power, boom boom power, boom boom boom power, boom boom boom power, boom boom boom power, boom boom boom power, boom boom boom power, boom boom boom power, boom boom boom power, boom boom boom power, boom boom power, boom boom power, boom boom power, boom boom power, boom boom power, boom boom power, boom boom power, boom boom power, boom boom power, boom boom power, boom boom power, boom boom power,"
38,38,rnb,"Darling, I promise from this
Day forward, to go wherever you go
If you only tell me that you love me
That's all I need to know
You don't have to tell me 'bout your past life
About things you've done before
Oh my darling, just say you love me
That's all I need to know
I'll be your slave, your every crave
And wish is my command
But when I'm blue and lonely too
Be there to hold my hand
You don't have to tell me where
You came from, all I know is I love you
So, just say you love me
That's all I need to know
You don't have to tell me where
You came from, all I know is I love you
So, just say you love me
That's all I need to know
Why don't you say you love me?
That's all I need to know","darling, i promise from this day forward, to go wherever you go if you only tell me that I need you, and for the love of God, I'll do it."" ~Proverbs 20:14–15

Loved

Many people were not ""properly believed"" by the Savior until Jesus had been called. What are you to say about those who believe that a person is ""properly believed""? Well, it's no secret that many of us do not want to believe in Christ for a reason, but as we try to understand this great mystery<|endoftext|>",gpt2,0.4,1.0,0.6720026249938954,"darling, i promise from this day forward, to go wherever you go if you only tell me that i need you, and for the love of god, ill do it. ~proverbs 2014–15

loved

many people were not properly believed by the savior until jesus had been called. what are you to say about those who believe that a person is properly believed? well, its no secret that many of us do not want to believe in christ for a reason, but as we try to understand this great mystery"
39,39,rnb,"I know I stand in line, until you think you have the time
To spend an evening with me
And if we go someplace to dance, I know that there's a chance
You won't be leaving with me
And afterwards we drop into a quiet little place
And have a drink or two

And then I go and spoil it all, by saying something stupid
Like: ""I love you

I can see it in your eyes, that you despise the same old lies
You heard the night before
And though it's just a line to you, for me it's true
It never seemed so right before
I practice every day to find some clever lines to say
To make the meaning come through
But then I think I'll wait until the evening gets late
And I'm alone with you
The time is right your perfume fills my head, the stars get red
And oh the night's so blue","i know i stand in line, until you think you have the time to spend an hour watching us play?""

""I can help, you know,"" yelled Kayla, taking her hand and trying not to see the tears flow down her face. She opened her eyes wide, as though to say goodbye, and said, ""I know it's been such a long time since I've met you, and i know that I stand by your side, and you are such a wonderful person.""

""I've seen you and heard from you a thousand times, Kayla<|endoftext|>",gpt2,0.4,1.0,0.6631527557227028,"i know i stand in line, until you think you have the time to spend an hour watching us play?

i can help, you know, yelled kayla, taking her hand and trying not to see the tears flow down her face. she opened her eyes wide, as though to say goodbye, and said, i know its been such a long time since ive met you, and i know that i stand by your side, and you are such a wonderful person.

ive seen you and heard from you a thousand times, kayla"
40,40,rnb,"All I want to say is that they don't really care about us
Don't worry what people say, we know the truth
All I want to say is that they don't really care about us
Enough is enough of this garbage
All I want to say is that they don't really care about us
(Overlapping voices)

Skin head, dead head, everybody gone bad
Situation, aggravation, everybody, allegation
In the suit, on the news, everybody, dog food
Bang bang, shot dead, everybody's gone mad

All I wanna say is that they don't really care about us
All I wanna say is that they don't really care about us

Beat me, hate me, you can never break me
Will me, thrill me, you can never kill me
Jew me, sue me, everybody do me
Kick me, kike me, don't you black or white me

All I wanna say is that they don't really care about us
All I wanna say is that they don't really care about us

Tell me, what has become of my life?
I have a wife and two children who love me
I am the victim of police brutality, now
I'm tired of being the victim of hate
You're ripping me of my pride, oh, for God's sake
I look to heaven to fulfill its prophecy, set me free

Skin head, dead head, everybody's gone bad
Trepidation, speculation, everybody, allegation
In the suit, on the news, everybody, dog food
Black male, blackmail, throw the brother in jail

All I wanna say is that they don't really care about us
All I wanna say is that they don't really care about us

Tell me, what has become of my rights?
Am I invisible 'cause you ignore me?
Your proclamation promised me free liberty, now
I'm tired of being the victim of shame
They're throwing me in a class with a bad name
I can't believe this is the land from which I came
You know, I really do hate to say it
The government don't wanna see
But if Roosevelt was livin'
He wouldn't let this be, no, no

Skin head, dead head, everybody's gone bad
Situation, speculation, everybody, litigation
Beat me, bash me, you can never trash me
Hit me, kick me, you can never get me

All I wanna say is that they don't really care about us
All I wanna say is that they don't really care about us

Some things in life
They just don't wanna see
But if Martin Luther was livin'
He wouldn't let this be, no, no

Skin head, dead head, everybody's gone bad
Situation, segregation, everybody, allegation
In the suit, on the news, everybody, dog food
Kick me, kike me, don't you wrong or right me

All I wanna say is that they don't really care about us
All I wanna say is that they don't really care about us
All I wanna say is that they don't really care about us
All I wanna say is that they don't really care about us
All I wanna say is that they don't really care about us
All I wanna say is that they don't really care about us","all i want to say is that they dont really care about us dont worry what we're going through do you?' I mean that's my wife, i feel good that you all love me more than i do! But if your talking about my boyfriends anymore...we got to get over it!""
'...If you're talking about my girlfriend, I feel good that you all love me more than i do! But if your talking about my boyfriends anymore...we got to get over it!' — peter cobb!<|endoftext|><|endoftext|>",gpt2,0.6893948681418676,0.9734871703546689,0.9734871703546689,"all i want to say is that they dont really care about us dont worry what were going through do you? i mean thats my wife, i feel good that you all love me more than i do! but if your talking about my boyfriends anymore...we got to get over it!
...if youre talking about my girlfriend, i feel good that you all love me more than i do! but if your talking about my boyfriends anymore...we got to get over it! — peter cobb!"
41,41,rnb,"It ain't nothing but an us thang
And it's time for us to
Step it up and respect
That level of sisterhood
That's been holding up
Our neighborhood
And if it wasn't for our mothers
There would be no brothers
And if it wasn't for our sisters
There would be no misters
So it ain't nothin but a us thang
She's strong and that's a fact
Now it's time for us to
Take up the slack
Step it up, step it up
Time to go to work

History hidden from me
To hide my identity
So I'd never feel
I am somebody
You've gouged my eyes
I see more clearly
You've tried to rob
My humanity
My spirit you tried to break
My soul you tried to take
There's no need to be afraid
Cause I won't do unto you now

Amen
All that we've been through
Our time has come to rejoice
A new agenda's due
Amen
It's time to know the truth
Our time has come to rejoice
A new agenda's due

(no no)
Because of my gender
(no)
I've heard no too many times
Because of my race
I've heard no too many times
But with every no
I grow in strength
That is why
African-American woman
I stand tall with pride
You want to know what it takes
To rid yourself of me now
There's nothing you can do
Accept me for who I am now

Amen
All that we've been through
Our time has come to rejoice
A new agenda's due
Amen
It's time to know the truth
Our time has come to rejoice
A new agenda's due

Time to step it up, step it up
Better check yourself
I get vexed to protect what we got
Left her alone
Lookin for your own
Here it is I know what I'm sayin
But the Klan ain't
Playin at the range
Gotta step it up us to
Discuss a must
It ain't nothin but an us thang
Rewind back to the time
Where the color of our mother, had 'em call it a crime
Brother what in the world?
And the world says where
Is the black man
Support the woman and children
Time to step it up, step
It up, it's playoff time
And the rhyme go to check
So check yourself
(Amen, a new agenda's due)

Amen
All that we've been through
Our time has come to rejoice
A new agenda's due
Amen
It's time to know the truth
Our time has come to rejoice
A new agenda's due
Amen
All that we've been through
Our time has come to rejoice
A new agenda's due
Amen
It's time to know the truth
Our time has come to rejoice
A new agenda's due

Amen
All that we've been through
Our time has come to rejoice",it aint nothing but an us thang and its time for us to step it up.<|endoftext|><|endoftext|>,gpt2,0.0,0.0,0.0,it aint nothing but an us thang and its time for us to step it up.
42,42,rnb,"It's coming to you
It's gonna renew you
Welcome it in
Let it be your friend
Let it move you
Let it soothe you
Can't you hear it calling?
(Love)
Why are you stalling?
(Love)
Run to it fast
Don't you know it's gonna last
It has found you
Let it surround you

It's all about love... (love)
It's all about love... (love)
It's all about love... (love)
It's all about sweet love... (love)
You're hesitating
Why are you waiting?
Let it begin
Oh, yeah
Take it within
Let it move you
Let it soothe you
Will you share?
(Love)
Do you care?
(Love)
(Love)
(Love)
(Love)
(Love)","its coming to you its gonna renew you welcome it in let it be your friend

Its going to come to you its gonna renew you welcome it in let it be your friend Its gonna come to you its gonna renew you welcome it in let it be your friend Its gonna come to you its gonna renew you welcome it in let it be your friend Its gonna come to you its gonna renew you welcome it in let it be your friend<|endoftext|><|endoftext|>",gpt2,0.4,1.0,0.8323652952135147,"its coming to you its gonna renew you welcome it in let it be your friend

its going to come to you its gonna renew you welcome it in let it be your friend its gonna come to you its gonna renew you welcome it in let it be your friend its gonna come to you its gonna renew you welcome it in let it be your friend its gonna come to you its gonna renew you welcome it in let it be your friend"
43,43,rnb,"Looking through my old drawer
Came across the letter you wrote
Said you needed time away
That was so long ago

All my life, I've waited
To see your smile again
In my mind, I've hated
Not able to let go

Come back to me
I'm begging you please
Come back to me
How I want you to
Come back to me
I'm begging you please
Come back to me

Lord knows that I have tried
To live my life as one
Friends tell me to hold on
Tough times don't last for long

My abandoned heart
Just doesn't understand
My undying love for you
Won't let me wait

Come back to me
I'm begging you please
Come back to me
I want you to
Come back to me
I'm begging you please
Come back to me
I want you to
Come back to me
Come back
I want you to
Come back to me
Come back

Please come back to me
I miss you so much
Wherever you are
I love you

All my life, I've waited
To see your smile again
In my mind, I've hated
Not able to let go
Not able to let go
No, I won't let you go, no

I don't know what else to say
No, no, no, no","looking through my old drawer came across the letter you wrote said you needed time away from school. I didn't even know you were around to write this letter, I just knew you were about to write it to me. I didn't want you to waste the time you were giving me. When I saw you coming home from school, I knew you were about to come home to tell me about you, too, and you had been such a sweetheart to me for so long. How would you feel if I called you to say something about you? And I could see your<|endoftext|>",gpt2,0.0,0.0,0.0,"looking through my old drawer came across the letter you wrote said you needed time away from school. i didnt even know you were around to write this letter, i just knew you were about to write it to me. i didnt want you to waste the time you were giving me. when i saw you coming home from school, i knew you were about to come home to tell me about you, too, and you had been such a sweetheart to me for so long. how would you feel if i called you to say something about you? and i could see your"
