Unnamed: 0.1,genre,original_lyric,generated_lyric,model,PAV,SSV,MSV,cleaned_generated_lyrics,genre_class_act,genre_class_pred,correct_classifcation
10,Folk,"I forget what to ask for, there isn't anything I haven't been given
How could I wish for anything more as I am here living in heaven?
This moment in the sun to feel the wheel turning on

Carry me on my way, carry me on my way
Carry me on my way, carry me on my way

I worry about my actions, I think about the damage I do
I've seen the coming attractions, Armageddon and Waterloo
I tried to change my mind, I wasted precious time


Who knows where the time goes, only everything is everything
Feels like I'm wearing my father's clothes, singing a song my brother would sing
I turned to hide my face, they're gone without a trace",i forget what to ask for there isnt anything i havent been given how could i see<|endoftext|><|endoftext|>,gpt2,0.0,0.0,0.0,"i forget what to ask for, there isnt anything i havent been given how could i see.",0.0,6,0
11,Folk,"Dylan
You may search at any cost
But how long can you search for what's not lost ?
Everybody will help you
Some people are very kind
But if I can save you any time
Come on, give it to me
I'll keep it with mine
I can't help it, if you might think I'm odd
If I say I'm loving you, not for what you are but for what you're not
Everybody will help you
Discover what you set out to find
But if I can save you any time
Come on, give it to me
I'll keep it with mine
The train leaves at half past ten
But I'll be back tomorrow at the same time again
The conductor, he's weary
He's still stuck on the line
But if I can save you any time
Come on, give it to me
I'll keep it with mine",dylan you may search at any cost but how long can you search for whats not there? tell us what you find let us know what you think! and by that you can decide who we are too!<|endoftext|><|endoftext|>,gpt2,0.0,0.0,0.0,"dylan you may search at any cost but how long can you search for whats not there? tell us what you find, let us know what you think! and by that you can decide who we are too!",0.0,6,0
12,Folk,"Well, it's so funny to be seein ya after so long girl
By the way look, I understand
That you are not impressed
I heard you let that little friend of mine
Take off your party dress
I'm not gonna get too sentimental
Like those other sticky valentines
Cuz I don't know if you were lovin somebody
I only hope it wasn't mine
Alison
I know this world is killin you
Oh, Alison
My aim is true
Well I see ya got a husband now
But did you leave your pretty fingers
Lying in the wedding cake
You used to hold him right in your hand
But it took all he could take
Sometimes I wish that I could stop you from talkin
When I hear the silly things you say
I think somebody better put out the big light
Cuz I can't stand to see you this way
Alison
I know this world is killin you
Oh, Alison
My aim is true",well its so funny to be seein ya after so long girl by the way look thinkin its long till youre dead when we got to the back room youre hunked over lookin my ass do you think i got a dime for your hair hon don't you lookin man enough do you think i got a dime for your hair oh? you're me now sir if i was for you i'd give you a free diamond you know? so i got a diamond in my hand i swear i have you<|endoftext|>,gpt2,0.0,0.0,0.0,"well, its so funny to be seein ya after so long girl by the way look, thinkin its long till youre dead. when we got to the back room youre hunked over, lookin my ass, do you think i got a dime for your hair, hon, dont you lookin man enough, do you think i got a dime for your hair, oh? youre me now, sir, if i was for you id give you a free diamond, you know? so i got a diamond in my hand, i swear, i have you,",0.0,5,0
13,Folk,"I really can't stay
Baby, it's cold outside
I've got to go away
Oh darling it's cold outside
This evening has been
Just hoping that you'd drop in
So very nice
I'll hold your hands they're just like ice

My mother will start to worry
Beautiful, what's your hurry
My father will be pacing the floor
Listen to that fireplace roar
So really I'd better scurry
Oh beautiful, please don't hurry
Well, maybe just a half a drink more
Why don't you put some music on while I pour
The neighbors will think
Baby, it's bad out there
Say, what's in this drink
There's no cabs to be had out there
I wish I knew how
Your eyes are like starlight now
To break this spell
I'll take your hat, your hair looks swell
I ought to say no, sir
Mind if I move in a little closer
At least I'm going to say that I tried
Oh, what's the sense in hurting my pride
I really can't stay
Baby don't hold out
Ah, but it's cold outside
What are you doing with your coat?
You don't need your coat
Why are you putting your coat on for?
It's warm out here
You don't understand

I simply must go
Baby, it's cold outside
Ooh, the answer is no
Oh darling, it's cold outside
This welcome has been
I'm lucky that you dropped in
So nice and warm
Look out the window at that storm

My sister will be suspicious
Please but your lips look so delicious
My brother will be there at the door
Waves upon a tropical shore
My maiden aunt's mind is vicious
Oh but your lips look delicious
Well, maybe just a half a drink more
There was never such a blizzard before
Ooh, I got to go home
Baby, you'll freeze out there
Say, lend me your coat
It's up to your knees out there
You've really been grand
I trill when you touch my hand
But don't you see
How can you do this thing to me
There's bound to be talk tomorrow
Think of my lifelong sorrow
At least there will be plenty implied
If you caught pneumonia and died
I really can't stay
Get over that old out
Ah, but it's cold outside
Ah, but it's cold outside

Baby, it's cold outside
Baby, it's cold outside
It's cold outside, it's cold
Baby, it's cold outside
You know that it's, you know that it's cold outside
Ah, it's cold outside

Darling as a friend
Sure James
As a friend you, you must stay and, and warm up by this fire little bit
Let me get you, let me get you a hot toddy or something
Well, I really can't my mother will worry about me
People are so suspicious, it's just an innocent suggesting
You stay warm and keep yourself healthy that's all
It's nippy out there, it's cold
Oh, you know that drink does look kinda nice
It is a perfectly nice drink

Baby, it's cold out, baby, it's cold, it's warm
Baby, it's cold out, baby, it's cold outside",i really cant stay baby its cold outside ive got to go away oh darling its getting cold outside ive got to go away oh darling its getting cold outside ive got to go away oh darling its getting cold outside ive got to go away oh darling its getting cold outside ive got to go away oh darling its getting cold outside ive got to go away oh darling its getting cold outside ive got to go away oh darling its getting cold outside ive got to go away oh darling its getting cold outside ive got to go away oh darling its getting cold outside <|endoftext|>,gpt2,0.0,0.0,0.0,"i really cant stay baby, its cold outside ive got to go away oh darling its getting cold outside ive got to go away oh darling its getting cold outside ive got to go away oh darling its getting cold outside ive got to go away oh darling its getting cold outside ive got to go away oh darling its getting cold outside ive got to go away oh darling its getting cold outside ive got to go away oh darling its getting cold outside ive got to go away oh darling its getting cold outside ive got to go away oh darling its getting cold outside ",0.0,4,0
14,Folk,"Oh, the gentlemen are talking and the midnight moon is on the riverside
They’re drinking up and walking and it is time for me to slide
I live in another world where life and death are memorized
Where the earth is strung with lovers' pearls and all I see are dark eyes

A cock is crowing far away and another soldier’s deep in prayer
Some mother’s child has gone astray, she can’t find him anywhere
But I can hear another drum beating for the dead that rise
Whom nature’s beast fears as they come and all I see are dark eyes

They tell me to be discreet for all intended purposes
They tell me revenge is sweet and from where they stand, I’m sure it is
But I feel nothing for their game where beauty goes unrecognized
All I feel is heat and flame and all I see are dark eyes

Oh, the French girl, she’s in paradise and a drunken man is at the wheel
Hunger pays a heavy price to the falling gods of speed and steel
Oh, time is short and the days are sweet and passion rules the arrow that flies
A million faces at my feet but all I see are dark eyes",oh the gentlemen are talking and the midnight moon is on the riverside they’re drinking up the fight and their dreams are a mess if the government can't convince the public to go back to work they’ll be damned if they can’t’ if they can’t even keep it going in my lifetime and my glory i’d swear by god if we can’t’ve live our whole lives in peace and harmony we’ll’ll’ll’ll’ll’ll’ll�<|endoftext|>,gpt2,0.0,0.0,0.0,"oh, the gentlemen are talking and the midnight moon is on the riverside they’re drinking up the fight and their dreams are a mess. if the government cant convince the public to go back to work they’ll be damned if they can’t.’ if they can’t even keep it going in my lifetime and my glory i’d swear by god if we can’t’ve live our whole lives in peace and harmony we’ll’ll’ll’ll’ll’ll’ll�",0.0,0,1
15,Folk,"Long John Silver, he was on me like a rash
I gave him my trust, I gave him my cash
Shoulda' known better, shoulda' known from the start
There's nothin' but black in a pirate's heart
Shoulda' known better, shoulda' known from the start
There's nothin' but black in a pirate's heart
I said Long John Silver, Long John Silver
Don't bet your shirt on Long John Silver
Long John Silver, Long John Silver
Don't bet your shirt on Long John Silver
Long John Silver, he's good with numbers
He makes hay while other folks slumber
Gives me the brass, and he keeps all the best
The better to feather his pretty little nest
Give me the brass, and he keeps all the best
The better to feather his pretty little nest
(Chorus)
Well, he took all me money, and me watch and chain
I'll crack his head if I see him again
Kind friends warning take by me
Not every pirate's sailin' the sea
Kind friends warning take by me
Not every pirate's sailin' the sea
(Chorus x2","long john silver he was on me like a rash i gave him my trust i was gonna buy a second before he died and raise him by my feet and p****** him up yea havent done that yet just wish him luck then maybe he died yesterday
18151300  this is where i do my best to build a house i think its in my backyard ahhh therein redwood where i met my real love
18151400  i was living in virginia when i stumbled across the art of guns<|endoftext|><|endoftext|>",gpt2,0.3488623631671975,0.8389177044077852,0.644487525199426,"long john silver, he was on me like a rash i gave him my trust, i was gonna buy a second before he died and raise him by my feet and p****** him up. yea havent done that yet, just wish him luck then maybe he died yesterday.
181513.00  this is where i do my best to build a house, i think its in my backyard ahhh therein redwood where i met my real love
181514.00  i was living in virginia when i stumbled across the art of guns",0.0,0,1
16,Folk,"I know you and I'll agree
What this world needs is a lot more me
Well, I have got the remedy
Gonna write my autobiography
I've led a fascinating life
Had a husband and a wife
But you will truly be amazed
At just how humble I have stayed
Enough about me, let's talk about you
What do you think of me
You must feel such gratitude
That you will get to read
My autobiography
My life doesn't have a very good plot
Guess I'll have to lie a lot
Should be easy to make things up
There's no one left to call my bluff
A lot of my old friends have passed on
The rest did drugs and their memory's gone
So I'll write my own history
In my autobiography
I'll say I slept with a Kennedy
Don't remember which one
They all looked the same to me
Or they did when we got done
Maybe they'll film it for TV
I wonder who they'll cast as me
Should be somebody I look like
Sigourney Weaver'd be all right
Gonna be hard to deal with fame
Once the whole world knows my name
But I'll stay humble and grateful to
All the little people like you
A thousand pages more of me
And all I've said and done
It will be my legacy
And that's just volume one
Of my autobiography",i know you and ill agree what this world needs is a lot more me well just go<|endoftext|><|endoftext|>,gpt2,0.0,0.0,0.0,"i know you and ill agree what this world needs is a lot more me well, just go.",0.0,6,0
17,Folk,"Ain't no thing
I got to say to you
Ain't no game
That I'm tryin' tryin' to run on you
I have fantasies about you
In the middle of the night
I could not live without you
If we ever got it right
One thing I know for sure
You ain't had no man that's yours
Ever do right by you
When you came
Into my life I was in trouble too
Were no flame
But to give up love ain't worth
These blues
I was driving myself crazy
I was wasted I was down
Weren't no time for being lazy
Pleasin' everybody round
Had some trip I had to deal with
Weren't no love that I could feel it
Ever get right by you
It's so strange
Hey hey hey little girl
What I've been through
Time for a big change
General overhaul of your
Attitude
All this misery and this cryin'
Ain't no knowin' what to do
You got circuitry that's fryin' all
This worryin' about you
Need a man knows how to fight
Get it over, get it right
Right right right by you",aint no thing i got to say to you aint no game that im tryin tryin stop me fo this this is the one story that isnt working the way it is supposed to work on me its amazing that everyin down next to me<|endoftext|><|endoftext|>,gpt2,0.0,0.0,0.0,aint no thing i got to say to you aint no game that im tryin tryin stop me fo this.. this is the one story that isnt working the way it is supposed to work on me its amazing that everyin down next to me.,0.0,5,0
18,Folk,"The sea so deep and blind
The sun, the wild regret
The club, the wheel, the mind
O love, aren't you tired yet?
The blood, the soil, the faith
These words you can't forget
Your vow, your holy place
O love, aren't you tired yet?
The blood, the soil, the faith
O love, aren't you tired yet?
A cross on every hill
A star, a minaret
So many graves to fill
O love, aren't you tired yet?
So many graves to fill
O love, aren't you tired yet?
The sea so deep and blind
Where still the sun must set
And time itself unwind
O love, aren't you tired yet?
And time itself unwind
O love, aren't you tired yet?",the sea so deep and blind the sun the wild regret the club the wheel the rougher cab and the driver and all the tumult and glory and splendor of life so now he is a man living a life where joy does not concern him where love does not worry him where words do not worry him where sadness does not mourn him where pride does not spurt forth where doubt does not sit down where change does not emerge where mind never comes out to ruin where the bitter secrets are never left to the dust where the heart<|endoftext|>,gpt2,0.0,0.0,0.0,"the sea so deep and blind the sun, the wild regret the club, the wheel, the rougher cab and the driver, and all the tumult and glory and splendor of life. so now he is a man living a life where joy does not concern him, where love does not worry him, where words do not worry him, where sadness does not mourn him, where pride does not spurt forth, where doubt does not sit down, where change does not emerge, where mind never comes out to ruin, where the bitter secrets are never left to the dust, where the heart",0.0,1,0
19,Folk,"I met a friend of spirit
He drank and womanized
And I sat before his sanity
I was holding back from crying
He saw my complications
And he mirrored me back simplified
And we laughed how our perfection
Would always be denied
""Heart and humor and humility""
He said ""Will lighten up your heavy load""
I left him for the refuge of the roads

I fell in with some drifters
Cast upon a beachtown
Winn Dixie cold cuts and highway hand me downs
And I wound up fixing dinner
For them and Boston Jim
I well up with affection
Thinking back down the roads to then
The nets were overflowing
In the Gulf of Mexico
They were overflowing in the refuge of the roads

There was spring along the ditches
There were good times in the cities
Oh radiant happiness
It was all so light and easy
Till I started analyzing
And I brought on my old ways
A thunderhead of judgment was
Gathering in my gaze
And it made most people nervous
They just didn't want to know
What I was seeing in the refuge of the roads

I pulled off into a forest
Crickets clicking in the ferns
Like a wheel of fortune
I heard my fate turn turn turn
And I went running down a white sand road
I was running like a white-assed deer
Running to lose the blues
To the innocence in here
These are the clouds of Michelangelo
Muscular with gods and sungold
Shine on your witness in the refuge of the roads

In a highway service station
Over the month of June
Was a photograph of the earth
Taken coming back from the moon
And you couldn't see a city
On that marbled bowling ball
Or a forest or a highway
Or me here least of all
You couldn't see these cold water restrooms
Or this baggage overload
Westbound and rolling taking refuge in the roads",i met a friend of spirit he drank and womanized and i sat before his sanity he drank and spent a week of eternity in a drunken haze naked wandering through the countryside with only his own small beads of salt that was when he decided to put his back to himself not long after he learned the lessons he had learned from the idol and he got drunk again that was when he decided to pull the strings again and make it work so he did and we go on for three months with a dead night his final day before falling asleep<|endoftext|>,gpt2,0.0,0.0,0.0,"i met a friend of spirit he drank and womanized and i sat before his sanity he drank and spent a week of eternity in a drunken haze naked, wandering through the countryside with only his own small beads of salt. that was when he decided to put his back to himself. not long after, he learned the lessons he had learned from the idol. and he got drunk again. that was when he decided to pull the strings again and make it work. so he did. and we go on for three months with a dead night, his final day before falling asleep,",0.0,6,0
